,PL33C7~1,
Wavenumbers [1/cm],Intensity,
400.468,1694.0238,
397.557,1670.901,
394.646,1660.6042,
391.736,1711.3637,
388.825,1699.296,
385.915,1715.9734,
383.004,1719.4728,
380.094,1686.7827,
377.183,1746.2284,
374.272,1793.6885,
371.362,1825.3422,
368.451,1836.8352,
365.541,1805.3127,
362.630,1821.8771,
359.719,1841.8621,
356.809,1841.1093,
353.898,1863.5732,
350.988,1871.3775,
348.077,1863.7473,
345.167,1843.2637,
342.256,1873.1464,
339.345,1883.3443,
336.435,1883.0844,
333.524,1879.0319,
330.614,1887.9737,
327.703,1867.1334,
324.793,1848.1013,
321.882,1857.8167,
318.971,1885.3241,
316.061,1890.3552,
313.150,1893.8333,
310.240,1919.8074,
307.329,1921.4646,
304.418,1909.8952,
301.508,1884.9192,
298.597,1844.1963,
295.687,1890.8658,
292.776,1927.2501,
289.866,1940.235,
286.955,1918.8119,
284.044,1985.9574,
281.134,2050.0781,
278.223,2092.7679,
275.313,2113.3998,
272.402,2165.965,
269.492,2184.2737,
266.581,2149.223,
263.670,2155.8396,
260.760,2184.3915,
257.849,2205.1572,
254.939,2194.8829,
252.028,2199.0931,
249.117,2225.4187,
246.207,2253.9924,
243.296,2251.0642,
240.386,2258.5859,
237.475,2238.162,
234.565,2197.5997,
231.654,2190.2958,
228.743,2133.5147,
225.833,2106.1654,
222.922,2134.5077,
220.012,2086.4231,
217.101,2109.0258,
214.191,2133.4508,
211.280,2082.5284,
208.369,2077.4044,
205.459,2067.5672,
202.548,2061.3963,
199.638,2105.6609,
196.727,2055.976,
193.816,2043.4543,
190.906,2113.785,
187.995,2086.2721,
185.085,2068.2386,
182.174,2060.513,
179.264,2067.0178,
176.353,2049.1674,
173.442,2058.3281,
170.532,2094.5982,
167.621,2110.4596,
164.711,2082.1648,
161.800,2010.7243,
158.890,1887.6508,
155.979,1737.2758,
153.068,1621.1064,
150.158,1509.5178,
147.247,1284.7988,
144.337,1074.7075,
141.426,857.87163,
138.516,623.44819,
135.605,452.25971,
132.694,306.46326,
129.784,190.7642,
126.873,129.26304,
123.963,85.451143,
121.052,54.667769,
118.141,36.820219,
115.231,31.776008,
112.320,30.173636,
109.410,29.659158,
106.499,23.961916,
103.589,16.587201,
100.678,15.00946,
97.767,23.540711,
94.857,18.899077,
91.946,12.718891,
89.036,6.1855105,
86.125,2.6394841,
83.215,4.9355221,
80.304,5.5951058,
77.393,-0.7784236,
74.483,11.852699,
71.572,16.213535,
68.662,11.75,
65.751,11.75,
62.840,10.786596,
59.930,8.0644242,
57.019,1.7186863,
54.109,3.7358042,
51.198,6.3532186,
48.288,7.699038,
45.377,1.3686354,
42.466,3.2844127,
39.556,9.1744071,
36.645,5.663456,
33.735,3.1922546,
30.824,1.3082261,
27.914,-0.094124437,
25.003,7.2216497,
22.092,9.4896681,
19.182,5.0474772,
16.271,14.140849,
13.361,61.58163,
10.450,134.85068,
7.539,210.96706,
4.629,175.50323,
1.718,60.673967,
-1.192,-144.98367,
-4.103,-122.63644,
-7.013,-62.975919,
-9.924,1.75,
