,PLF924~1,
Raman shift [1/cm],Intensity,
764.290,1296.9817,
761.379,1309.8962,
758.469,1324.5084,
755.558,1330.7254,
752.648,1300.5851,
749.737,1279.6108,
746.826,1262.7668,
743.916,1225.261,
741.005,1146.2798,
738.095,1072.3991,
735.184,967.09194,
732.274,913.89987,
729.363,961.48271,
726.452,1097.4122,
723.542,1184.8267,
720.631,1224.0293,
717.721,1246.6548,
714.810,1273.1362,
711.899,1300.12,
708.989,1293.6646,
706.078,1285.612,
703.168,1260.5506,
700.257,1265.4285,
697.347,1281.235,
694.436,1237.1487,
691.525,1256.4401,
688.615,1251.8202,
685.704,1237.1277,
682.794,1226.2633,
679.883,1231.8773,
676.973,1237.4869,
674.062,1238.625,
671.151,1232.05,
668.241,1221.4808,
665.330,1215.5326,
662.420,1234.7021,
659.509,1253.2284,
656.598,1243.8823,
653.688,1229.1366,
650.777,1257.571,
647.867,1255.9783,
644.956,1256.8633,
642.046,1254.3082,
639.135,1256.5421,
636.224,1282.5812,
633.314,1273.8479,
630.403,1249.7502,
627.493,1250.7561,
624.582,1269.5621,
621.672,1237.8824,
618.761,1273.862,
615.850,1297.1957,
612.940,1310.0403,
610.029,1316.625,
607.119,1316.625,
604.208,1322.3051,
601.297,1317.6458,
598.387,1306.3255,
595.476,1295.2536,
592.566,1291.3183,
589.655,1273.7799,
586.745,1265.9269,
583.834,1263.8921,
580.923,1250.4734,
578.013,1225.3619,
575.102,1234.1119,
572.192,1240.9803,
569.281,1238.952,
566.371,1274.1701,
563.460,1271.2758,
560.549,1283.2434,
557.639,1299.6993,
554.728,1303.7582,
551.818,1321.7055,
548.907,1328.0627,
545.996,1321.8492,
543.086,1313.148,
540.175,1329.4996,
537.265,1331.3493,
534.354,1361.2247,
531.444,1373.0695,
528.533,1329.9427,
525.622,1362.5324,
522.712,1367.198,
519.801,1369.0619,
516.891,1383.2328,
513.980,1425.8191,
511.070,1445.825,
508.159,1466.4744,
505.248,1483.6279,
502.338,1490.7998,
499.427,1530.935,
496.517,1565.9482,
493.606,1584.2885,
490.695,1586.1926,
487.785,1604.6676,
484.874,1607.625,
481.964,1598.9042,
479.053,1587.7281,
476.143,1592.3359,
473.232,1568.8847,
470.321,1568.87,
467.411,1563.4294,
464.500,1519.4395,
461.590,1551.6006,
458.679,1587.0391,
455.769,1593.817,
452.858,1564.5678,
449.947,1592.8333,
447.037,1601.052,
444.126,1594.4917,
441.216,1588.9592,
438.305,1636.9609,
435.395,1648.2145,
432.484,1652.292,
429.573,1661.7251,
426.663,1692.1307,
423.752,1668.1231,
420.842,1674.4358,
417.931,1686.7908,
415.020,1655.6981,
412.110,1652.4302,
409.199,1673.1409,
406.289,1711.1217,
403.378,1758.4559,
400.468,1708.5603,
397.557,1687.9977,
394.646,1686.5878,
391.736,1693.2729,
388.825,1651.0359,
385.915,1641.8182,
383.004,1667.754,
380.094,1723.8591,
377.183,1689.2452,
374.272,1740.9592,
371.362,1793.508,
368.451,1797.8134,
365.541,1833.8391,
362.630,1854.5498,
359.719,1878.1274,
356.809,1911.8547,
353.898,1899.1252,
350.988,1883.1478,
348.077,1862.7511,
345.167,1840.1387,
342.256,1870.0214,
339.345,1870.1221,
336.435,1850.6885,
333.524,1820.0948,
330.614,1834.9979,
327.703,1862.2148,
324.793,1870.2199,
321.882,1831.7638,
318.971,1889.0089,
316.061,1907.6484,
313.150,1913.5536,
310.240,1935.817,
307.329,1945.9153,
304.418,1951.9048,
301.508,1956.9881,
298.597,1965.8731,
295.687,1933.4402,
292.776,1947.2085,
289.866,2014.0026,
286.955,2134.4148,
284.044,2215.5074,
281.134,2280.3966,
278.223,2344.5466,
275.313,2460.2329,
272.402,2511.3465,
269.492,2550.9036,
266.581,2598.6714,
263.670,2655.2803,
260.760,2648.6401,
257.849,2635.3238,
254.939,2657.3403,
252.028,2670.6542,
249.117,2667.8589,
246.207,2657.6779,
243.296,2654.0178,
240.386,2649.0541,
237.475,2637.4045,
234.565,2607.2104,
231.654,2509.339,
228.743,2465.0349,
225.833,2422.6235,
222.922,2362.8392,
220.012,2303.0976,
217.101,2300.3093,
214.191,2300.7959,
211.280,2244.7812,
208.369,2195.5465,
205.459,2158.8527,
202.548,2137.2517,
199.638,2140.88,
196.727,2153.7255,
193.816,2155.4005,
190.906,2137.3045,
187.995,2099.6552,
185.085,2147.1505,
182.174,2212.6662,
179.264,2205.4385,
176.353,2205.9066,
173.442,2218.2269,
170.532,2239.213,
167.621,2244.2599,
164.711,2225.6534,
161.800,2181.3282,
158.890,2104.3173,
155.979,2004.7653,
153.068,1856.0909,
150.158,1675.119,
147.247,1519.3234,
144.337,1276.6255,
141.426,1006.6295,
138.516,732.77702,
135.605,527.86141,
132.694,367.06682,
129.784,243.50693,
126.873,150.54005,
123.963,98.618932,
121.052,70.508819,
118.141,62.655897,
115.231,38.465608,
112.320,23.541369,
109.410,17.443132,
106.499,21.716063,
103.589,21.504491,
100.678,17.637161,
97.767,9.8168479,
94.857,18.633858,
91.946,16.981448,
89.036,8.7378979,
86.125,9.4471032,
83.215,9.625,
80.304,8.1884039,
77.393,3.9393843,
74.483,9.5212146,
71.572,11.537944,
